"","Item.Code","X.x","Conversion.Ratio","X.y","Date","Month.Year","Warehouse.Code","Customer.Code","Order.Number","Order.Line.Number","Units","Euros","TotalValue"
"3333","905470-70",5311,0.032,833293,"14/4/2021","Apr-21",3403434,"5029913-13",21024753,22,500,727.15,363575
"3334","905470-70",5311,0.032,441984,"24/2/2021","Feb-21",3403434,"5029913-13",21010299,17,500,689.25,344625
"3335","905470-70",5311,0.032,2017168,"18/8/2021","Aug-21",3403434,"5002915-15",21076337,16,25,26.59,664.75
"3336","905470-70",5311,0.032,1417645,"17/6/2021","Jun-21",3403434,"5029913-13",21038785,14,275,399.93,109980.75
"3337","905470-70",5311,0.032,1417644,"17/6/2021","Jun-21",3403434,"5029913-13",21038785,14,225,327.22,73624.5
"3338","905470-70",5311,0.032,2359979,"23/9/2021","Sep-21",3403434,"5029913-13",21083282,6,500,727.15,363575
"3339","905470-70",5311,0.032,812390,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,53,25,27.99,699.75
"3340","905470-70",5311,0.032,128670,"20/1/2021","Jan-21",3403434,"5029913-13",21002923,13,775,1068.34,827963.5
"3341","905470-70",5311,0.032,444432,"24/2/2021","Feb-21",3403434,"5003451-51",21010443,41,25,27.49,687.25
"3342","905470-70",5311,0.032,2458311,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,34,125,181.79,22723.75
"3343","905470-70",5311,0.032,619347,"17/3/2021","Mar-21",3403434,"5029913-13",21015794,17,500,727.15,363575
"3344","905470-70",5311,0.032,1025730,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,45,50,55.98,2799
"3345","905470-70",5311,0.032,1893767,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,23,1500,2181.45,3272175
"3346","905470-70",5311,0.032,512173,"4/3/2021","Feb-21",3403434,"5003451-51",21011938,19,25,27.49,687.25
"3347","905470-70",5311,0.032,1106461,"18/5/2021","May-21",3403434,"5029913-13",21031897,5,1000,1454.3,1454300
"3348","905470-70",5311,0.032,570421,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,30,25,27.99,699.75
"3349","905470-70",5311,0.032,207998,"28/1/2021","Jan-21",3403434,"5029913-13",21004423,21,500,689.25,344625
"3350","905470-70",5311,0.032,953163,"28/4/2021","Apr-21",3403434,"5029913-13",21028448,12,500,727.15,363575
"3351","905470-70",5311,0.032,2284825,"15/9/2021","Sep-21",3403434,"5029913-13",21082159,10,100,145.43,14543
"3352","905470-70",5311,0.032,102410,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,50,25,27.49,687.25
"3353","905470-70",5311,0.032,1610039,"7/7/2021","Jul-21",3403434,"5029913-13",21040111,27,2500,3635.75,9089375
"3354","905470-70",5311,0.032,679410,"24/3/2021","Mar-21",3403434,"5029913-13",21018049,13,500,727.15,363575
"3355","905470-70",5311,0.032,374246,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,37,25,27.49,687.25
"3356","905470-70",5311,0.032,397913,"18/2/2021","Feb-21",3403434,"5029913-13",21009087,21,500,689.25,344625
"3357","905470-70",5311,0.032,546730,"9/3/2021","Mar-21",3403434,"5029913-13",21012651,16,500,727.15,363575
"3358","905470-70",5311,0.032,25442,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,61,50,54.98,2749
"3359","905470-70",5311,0.032,2336182,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,32,100,145.43,14543
"3360","905470-70",5311,0.032,1316080,"9/6/2021","Jun-21",3403434,"5029913-13",21037208,3,300,436.29,130887
"3361","905470-70",5311,0.032,363034,"15/2/2021","Feb-21",3403434,"5003451-51",21007784,21,50,0,0
"3362","905470-70",5311,0.032,1047420,"11/5/2021","May-21",3403434,"5002915-15",21031660,45,25,27.99,699.75
"3363","905470-70",5311,0.032,2284824,"15/9/2021","Sep-21",3403434,"5029913-13",21082159,10,400,581.72,232688
"3364","905470-70",5311,0.032,1206832,"28/5/2021","May-21",3403434,"5029913-13",21034769,22,500,727.15,363575
"3365","905471-71",5391,0.064,1025736,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,51,25,44.05,1101.25
"3366","905471-71",5391,0.064,512177,"4/3/2021","Feb-21",3403434,"5003451-51",21011938,23,25,43.5,1087.5
"3367","905471-71",5391,0.064,2088139,"25/8/2021","Aug-21",3403434,"5293132-32",21078778,24,25,41.85,1046.25
"3368","905471-71",5391,0.064,208622,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,62,25,43.5,1087.5
"3369","905471-71",5391,0.064,102413,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,53,25,43.5,1087.5
"3370","905471-71",5391,0.064,2534282,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,53,25,44.05,1101.25
"3371","9078342-42",9692,0.078,2359980,"23/9/2021","Sep-21",3403434,"5029913-13",21083282,7,240,505.37,121288.8
"3372","9078342-42",9692,0.078,2259808,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,108,20,0,0
"3373","9078342-42",9692,0.078,2259762,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,59,20,30.8,616
"3374","9078342-42",9692,0.078,62088,"13/1/2021","Jan-21",3403434,"5029913-13",21000584,17,240,490.2,117648
"3375","9078342-42",9692,0.078,1014127,"6/5/2021","Apr-21",3403434,"5029913-13",21030373,12,240,505.37,121288.8
"3376","9078342-42",9692,0.078,833294,"14/4/2021","Apr-21",3403434,"5029913-13",21024753,23,240,505.37,121288.8
"3377","9078342-42",9692,0.078,1206833,"28/5/2021","May-21",3403434,"5029913-13",21034769,23,240,505.37,121288.8
"3378","9078342-42",9692,0.078,441985,"24/2/2021","Feb-21",3403434,"5029913-13",21010299,18,240,490.2,117648
"3379","9078342-42",9692,0.078,953164,"28/4/2021","Apr-21",3403434,"5029913-13",21028448,13,240,505.37,121288.8
"3380","9078342-42",9692,0.078,22952,"8/1/2021","Jan-21",3403434,"5029913-13",20258208,10,240,490.2,117648
"3381","9078342-42",9692,0.078,1893769,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,24,360,758.05,272898
"3382","9078342-42",9692,0.078,500666,"3/3/2021","Feb-21",3403434,"5029913-13",21011516,6,240,490.2,117648
"3383","9078342-42",9692,0.078,1417646,"17/6/2021","Jun-21",3403434,"5029913-13",21038785,15,240,505.37,121288.8
"3384","9078342-42",9692,0.078,259866,"3/2/2021","Jan-21",3403434,"5029913-13",21005182,11,240,490.2,117648
"3385","9078342-42",9692,0.078,1610040,"7/7/2021","Jul-21",3403434,"5029913-13",21040111,28,720,1516.1,1091592
"3386","9078342-42",9692,0.078,2386890,"27/9/2021","Sep-21",3403434,"5003451-51",21083706,21,20,32.42,648.4
"3387","9078342-42",9692,0.078,1893768,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,24,120,252.68,30321.6
"3388","9078342-42",9692,0.078,619348,"17/3/2021","Mar-21",3403434,"5029913-13",21015794,18,240,505.37,121288.8
"3389","9078342-42",9692,0.078,746809,"1/4/2021","Mar-21",3403434,"5029913-13",21022127,21,240,505.37,121288.8
"3390","9117372-72",6261,0.185,1581280,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,126,50,89,4450
"3391","9117372-72",6261,0.185,1552374,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,104,25,44.5,1112.5
"3392","9117372-72",6261,0.185,1094521,"17/5/2021","May-21",3403434,"5029913-13",21011469,3,1625,4307.39,6999508.75
"3393","9117372-72",6261,0.185,1509122,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,106,25,44.5,1112.5
"3394","9117372-72",6261,0.185,1177315,"26/5/2021","May-21",3403434,"5029913-13",21027239,2,975,2584.43,2519819.25
"3395","9117372-72",6261,0.185,2061895,"23/8/2021","Aug-21",3403434,"5003474-74",21077515,11,100,178,17800
"3396","9117372-72",6261,0.185,1523957,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,40,50,89,4450
"3397","9117372-72",6261,0.185,1577982,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,107,25,44.5,1112.5
"3398","9117372-72",6261,0.185,1165153,"25/5/2021","May-21",3403434,"9066250-50",21022057,89,750,1988.03,1491022.5
"3399","9117372-72",6261,0.185,1444515,"21/6/2021","Jun-21",3403434,"9066250-50",21022334,10,900,2385.63,2147067
"3400","9117372-72",6261,0.185,2125530,"30/8/2021","Aug-21",3403434,"5003451-51",21079721,9,50,89,4450
"3401","9117372-72",6261,0.185,1232416,"1/6/2021","May-21",3403434,"9066250-50",21022259,14,1350,3578.45,4830907.5
"3402","9117381-81",13644,0.13,1577985,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,110,48,67.5,3240
"3403","9117381-81",13644,0.13,1165156,"25/5/2021","May-21",3403434,"9066250-50",21022057,93,1200,2435.76,2922912
"3404","9117381-81",13644,0.13,1509124,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,108,24,33.75,810
"3405","911748-48",6234,12.87,2088145,"25/8/2021","Aug-21",3403434,"5293132-32",21078778,31,1,60.28,60.28
"3406","911748-48",6234,12.87,2125529,"30/8/2021","Aug-21",3403434,"5003451-51",21079721,8,3,180.84,542.52
"3407","911748-48",6234,12.87,1165152,"25/5/2021","May-21",3403434,"9066250-50",21022057,87,5,453.07,2265.35
"3408","9117494-94",6374,42.844,1165065,"25/5/2021","May-21",3403434,"9066250-50",21021776,44,1,576.15,576.15
"3409","911750-50",6347,9.573,1581155,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,120,3,309.89,929.67
"3410","911750-50",6347,9.573,1165026,"25/5/2021","May-21",3403434,"9066250-50",21021776,5,1,137.18,137.18
"3411","911750-50",6347,9.573,1581286,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,132,1,103.3,103.3
"3412","911752-52",6348,8.66,1581154,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,119,3,255.17,765.51
"3413","911752-52",6348,8.66,1581285,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,131,1,85.06,85.06
"3414","9117533-33",6263,49.55,1165163,"25/5/2021","May-21",3403434,"9066250-50",21022057,101,2,1378.36,2756.72
"3415","9117533-33",6263,49.55,1577983,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,108,1,462.8,462.8
"3416","9122721-21",6858,0.05965,1165136,"25/5/2021","May-21",3403434,"9066250-50",21022057,70,620,696.14,431606.8
"3417","9122721-21",6858,0.05965,1564279,"2/7/2021","Jun-21",3403434,"9066250-50",21022259,6,1860,2088.41,3884442.6
"3418","9122741-41",11111,0.044,1094524,"17/5/2021","May-21",3403434,"5029913-13",21011469,6,2720,6879.97,18713518.4
"3419","9122741-41",11111,0.044,1165129,"25/5/2021","May-21",3403434,"9066250-50",21022057,63,2040,5159.98,10526359.2
"3420","9122741-41",11111,0.044,1177318,"26/5/2021","May-21",3403434,"5029913-13",21027239,5,980,2478.81,2429233.8
"3421","9122751-51",5921,0.044,1165131,"25/5/2021","May-21",3403434,"9066250-50",21022057,65,1560,5248,8186880
"3422","9122751-51",5921,0.044,1610005,"7/7/2021","Jul-21",3403434,"5029913-13",21029110,1,1020,3431.38,3500007.6
"3423","9122762-62",13033,0.076,1165148,"25/5/2021","May-21",3403434,"9066250-50",21022057,82,1570,3582.9,5625153
"3424","9122762-62",13033,0.076,1094525,"17/5/2021","May-21",3403434,"5029913-13",21011469,7,2030,4632.66,9404299.8
"3425","9122762-62",13033,0.076,2072365,"24/8/2021","Aug-21",3403434,"5002915-15",21077926,13,120,174,20880
"3426","9122762-62",13033,0.076,1523954,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,37,30,43.5,1305
"3427","9122762-62",13033,0.076,1177319,"26/5/2021","May-21",3403434,"5029913-13",21027239,6,900,2053.89,1848501
"3428","9122781-81",10090,0.05,1577965,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,89,75,103.7,7777.5
"3429","9122781-81",10090,0.05,1509105,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,88,25,34.57,864.25
"3430","9126352-52",12648,0.1199,208640,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,81,20,34.4,688
"3431","9126352-52",12648,0.1199,102425,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,72,30,51.6,1548
"3432","9126353-53",12649,0.1199,2138015,"31/8/2021","Aug-21",3403434,"5003451-51",21080082,10,70,103.96,7277.2
"3433","9126363-63",11036,0.058,1577977,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,101,30,43.1,1293
"3434","9126363-63",11036,0.058,1509117,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,100,10,14.37,143.7
"3435","9126371-71",13458,0.0517,1165147,"25/5/2021","May-21",3403434,"9066250-50",21022057,81,1830,4874.21,8919804.3
"3436","9126371-71",13458,0.0517,2061892,"23/8/2021","Aug-21",3403434,"5003474-74",21077515,8,150,292.16,43824
"3437","9126371-71",13458,0.0517,1552458,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,74,30,58.43,1752.9
"3438","9126371-71",13458,0.0517,1552368,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,98,10,19.48,194.8
"3439","9126371-71",13458,0.0517,1577973,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,97,120,233.72,28046.4
"3440","9126371-71",13458,0.0517,1581276,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,119,30,58.43,1752.9
"3441","9126371-71",13458,0.0517,1509113,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,96,10,19.48,194.8
"3442","9126371-71",13458,0.0517,1523953,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,36,30,58.43,1752.9
"3443","9126451-51",5325,0.037,1165145,"25/5/2021","May-21",3403434,"9066250-50",21022057,79,875,1208.9,1057787.5
"3444","9126451-51",5325,0.037,1232412,"1/6/2021","May-21",3403434,"9066250-50",21022259,9,2650,3661.24,9702286
"3445","9126451-51",5325,0.037,1094526,"17/5/2021","May-21",3403434,"5029913-13",21011469,8,2525,3488.54,8808563.5
"3446","9126451-51",5325,0.037,1509101,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,84,25,26.59,664.75
"3447","9126451-51",5325,0.037,1577960,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,84,100,106.35,10635
"3448","9126451-51",5325,0.037,1165144,"25/5/2021","May-21",3403434,"9066250-50",21022057,78,525,725.34,380803.5
"3449","9126461-61",5398,0.077,1177320,"26/5/2021","May-21",3403434,"5029913-13",21027239,7,775,1685.24,1306061
"3450","9126461-61",5398,0.077,1232413,"1/6/2021","May-21",3403434,"9066250-50",21022259,10,775,1685.24,1306061
"3451","9126461-61",5398,0.077,1444512,"21/6/2021","Jun-21",3403434,"9066250-50",21022334,7,500,1087.25,543625
"3452","9126461-61",5398,0.077,1165146,"25/5/2021","May-21",3403434,"9066250-50",21022057,80,425,924.16,392768
"3453","9126461-61",5398,0.077,1094527,"17/5/2021","May-21",3403434,"5029913-13",21011469,9,1325,2881.21,3817603.25
"3454","9126711-11",8994,0.1342,1509026,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,9,20,35.8,716
"3455","9126711-11",8994,0.1342,1552281,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,9,20,35.8,716
"3456","9126711-11",8994,0.1342,1094528,"17/5/2021","May-21",3403434,"5029913-13",21011469,10,2440,6376.21,15557952.4
"3457","9126711-11",8994,0.1342,1523925,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,7,20,35.8,716
"3458","9126711-11",8994,0.1342,1177321,"26/5/2021","May-21",3403434,"5029913-13",21027239,8,1360,3553.95,4833372
"3459","918460-60",11745,0.01975,1581208,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,48,20,22.59,451.8
"3460","918460-60",11745,0.01975,1581088,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,43,100,112.93,11293
"3461","918463-63",10494,0.02076,25457,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,78,20,22.8,456
"3462","918463-63",10494,0.02076,102422,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,65,30,34.2,1026
"3463","918463-63",10494,0.02076,2533060,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,32,40,45.95,1838
"3464","918463-63",10494,0.02076,114388,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,21,40,45.6,1824
"3465","918470-70",10613,0.05925,114378,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,11,30,19.67,590.1
"3466","918470-70",10613,0.05925,274091,"4/2/2021","Jan-21",3403434,"5003451-51",21006216,48,10,6.56,65.6
"3467","918470-70",10613,0.05925,1107889,"18/5/2021","May-21",3403434,"5003451-51",21033036,47,10,6.47,64.7
"3468","918470-70",10613,0.05925,25460,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,84,10,6.56,65.6
"3469","918470-70",10613,0.05925,993772,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,64,10,12.1,121
"3470","918470-70",10613,0.05925,735537,"31/3/2021","Mar-21",3403434,"5003451-51",21021247,47,10,6.47,64.7
"3471","918470-70",10613,0.05925,444445,"24/2/2021","Feb-21",3403434,"5003451-51",21010443,55,10,6.56,65.6
"3472","918470-70",10613,0.05925,512183,"4/3/2021","Feb-21",3403434,"5003451-51",21011938,29,10,6.56,65.6
"3473","918470-70",10613,0.05925,1577979,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,104,50,29.14,1457
"3474","918470-70",10613,0.05925,1509119,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,103,10,5.83,58.3
"3475","918470-70",10613,0.05925,1299923,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,15,20,12.95,259
"3476","918470-70",10613,0.05925,1025751,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,66,20,12.95,259
"3477","918470-70",10613,0.05925,1349358,"11/6/2021","Jun-21",3403434,"5003451-51",21037581,22,10,6.47,64.7
"3478","918470-70",10613,0.05925,102426,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,73,30,19.67,590.1
"3479","918470-70",10613,0.05925,832554,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,7,40,25.9,1036
"3480","918470-70",10613,0.05925,962979,"29/4/2021","Apr-21",3403434,"5003269-69",21028868,30,10,6.47,64.7
"3481","918470-70",10613,0.05925,208641,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,82,10,6.56,65.6
"3482","918470-70",10613,0.05925,1047385,"11/5/2021","May-21",3403434,"5002915-15",21031660,8,20,12.95,259
"3483","918470-70",10613,0.05925,920231,"23/4/2021","Apr-21",3403434,"5003451-51",21027201,48,20,12.95,259
"3484","918470-70",10613,0.05925,618736,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,56,30,19.42,582.6
"3485","9184701-01",10616,0.05925,2533054,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,26,10,6.47,64.7
"3486","9184701-01",10616,0.05925,2259785,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,85,20,12.3,246
"3487","918511-11",6005,0.0178,2386885,"27/9/2021","Sep-21",3403434,"5003451-51",21083706,16,20,20.83,416.6
"3488","918511-11",6005,0.0178,1816535,"27/7/2021","Jul-21",3403434,"5003451-51",21057087,13,20,20.83,416.6
"3489","918511-11",6005,0.0178,363027,"15/2/2021","Feb-21",3403434,"5003451-51",21007784,10,20,20.68,413.6
"3490","918515-15",6014,0.255,113866,"19/1/2021","Jan-21",3403434,"115-15",21000061,13,2,0,0
"3491","918526-26",8573,0.0226,102495,"18/1/2021","Jan-21",3403434,"5003476-76",21001330,60,40,25.62,1024.8
"3492","918526-26",8573,0.0226,1523926,"29/6/2021","Jun-21",3403434,"5003269-69",21042056,8,20,12.75,255
"3493","918526-26",8573,0.0226,114407,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,40,20,12.81,256.2
"3494","918526-26",8573,0.0226,607624,"16/3/2021","Mar-21",3403434,"5003476-76",21015125,24,40,25.5,1020
"3495","918526-26",8573,0.0226,2259714,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,11,20,12.11,242.2
"3496","918526-26",8573,0.0226,2534241,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,7,40,25.5,1020
"3497","918526-26",8573,0.0226,1299944,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,37,20,12.75,255
"3498","918526-26",8573,0.0226,962956,"29/4/2021","Apr-21",3403434,"5003269-69",21028868,4,20,12.75,255
"3499","918526-26",8573,0.0226,2533079,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,53,40,25.5,1020
"3500","918526-26",8573,0.0226,464453,"26/2/2021","Feb-21",3403434,"5003269-69",21010698,6,40,25.62,1024.8
"3501","918526-26",8573,0.0226,374230,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,21,20,12.81,256.2
"3502","918527-27",8574,0.0226,114408,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,41,20,12.81,256.2
"3503","918527-27",8574,0.0226,1047408,"11/5/2021","May-21",3403434,"5002915-15",21031660,32,20,12.75,255
"3504","918533-33",8580,0.05568,102382,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,11,20,29.25,585
"3505","918533-33",8580,0.05568,25395,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,6,20,29.25,585
"3506","918777-77",1691,0.074,488801,"2/3/2021","Feb-21",3403434,"5003269-69",21011367,8,72,118.86,8557.92
"3507","918777-77",1691,0.074,1592982,"6/7/2021","Jul-21",3403434,"5029913-13",21045794,1,240,390.48,93715.2
"3508","918777-77",1691,0.074,1815113,"27/7/2021","Jul-21",3403434,"5029913-13",21056631,1,480,780.96,374860.8
"3509","918777-77",1691,0.074,883066,"20/4/2021","Apr-21",3403434,"5029913-13",21025948,1,816,1327.63,1083346.08
"3510","918777-77",1691,0.074,942487,"27/4/2021","Apr-21",3403434,"5029913-13",21028018,1,240,390.48,93715.2
"3511","918777-77",1691,0.074,668885,"23/3/2021","Mar-21",3403434,"5029913-13",21017392,1,1200,1952.4,2342880
"3512","918777-77",1691,0.074,431898,"23/2/2021","Feb-21",3403434,"5029913-13",21010124,1,1680,2663.64,4474915.2
"3513","918777-77",1691,0.074,2558377,"15/10/2021","Oct-21",3403434,"5006517-17",21087556,3,72,114.9,8272.8
"3514","918777-77",1691,0.074,883065,"20/4/2021","Apr-21",3403434,"5029913-13",21025948,1,384,624.77,239911.68
"3515","918777-77",1691,0.074,1623558,"8/7/2021","Jul-21",3403434,"5029913-13",21046881,1,720,1171.44,843436.8
"3516","918777-77",1691,0.074,783644,"7/4/2021","Apr-21",3403434,"5029913-13",21023078,1,960,1561.92,1499443.2
"3517","918777-77",1691,0.074,1118834,"19/5/2021","May-21",3403434,"5029913-13",21033282,1,960,1561.92,1499443.2
"3518","918777-77",1691,0.074,2398377,"28/9/2021","Sep-21",3403434,"5029913-13",21083888,1,960,1561.92,1499443.2
